8290.0,8773.0,7840.0,7440.0,6726.0,6223.0,5641.0,5371.0,6514.0,6868.0
7209.0,6996.0,7218.0,7585.0,7445.0,6085.0,5533.0,5006.0,6096.0,6070.0
6659.0,6826.0,7197.0,7514.0,7644.0,6796.0,5699.0,4918.0,5598.0,5292.0
6289.0,6509.0,7606.0,8478.0,7851.0,6873.0,5827.0,4681.0,4519.0,4652.0
5550.0,3630.0,3942.0,3937.0,4532.0,7244.0,2993.0,3426.0,4498.0,5036.0
6392.0,5085.0,4397.0,1850.0,4681.0,782.0,2168.0,4235.0,5733.0,5702.0
5092.0,4161.0,4543.0,2640.0,2526.0,2018.0,3474.0,4466.0,5022.0,5861.0
4328.0,3833.0,3807.0,3329.0,3026.0,3454.0,3540.0,3960.0,6143.0,6241.0
4655.0,4711.0,4222.0,3545.0,3557.0,4011.0,4106.0,3753.0,4356.0,4870.0
5192.0,4705.0,4340.0,4251.0,3937.0,4203.0,4953.0,4598.0,4250.0,5259.0
