7389.0,5377.0,4877.0,4876.0,4481.0,4364.0,4697.0,4281.0,4847.0,7271.0
5086.0,4911.0,3730.0,3808.0,3458.0,3493.0,3606.0,3122.0,3760.0,4413.0
5286.0,4392.0,4227.0,3239.0,2622.0,3218.0,2680.0,2261.0,2892.0,3502.0
5537.0,3925.0,3539.0,2321.0,2058.0,1768.0,1315.0,1734.0,1921.0,2714.0
5878.0,4006.0,nan,1256.0,2307.0,1055.0,960.0,1922.0,2371.0,1778.0
6200.0,3279.0,2215.0,1189.0,898.0,795.0,1893.0,2257.0,2519.0,2448.0
6407.0,3520.0,2611.0,1910.0,1471.0,1454.0,1814.0,2169.0,2686.0,3095.0
4249.0,4249.0,2766.0,1963.0,963.0,1943.0,1902.0,2429.0,2999.0,3319.0
6195.0,6549.0,2724.0,2108.0,1549.0,1962.0,2788.0,3044.0,3298.0,3777.0
5926.0,5897.0,2723.0,1765.0,1533.0,2087.0,2555.0,2953.0,3478.0,4025.0
