5739.0,5613.0,5950.0,4632.0,3580.0,4033.0,3332.0,3322.0,4484.0,4108.0
5923.0,5498.0,4961.0,3999.0,2821.0,2906.0,3648.0,2141.0,2543.0,3475.0
6210.0,4647.0,4382.0,3479.0,2470.0,2323.0,1303.0,1677.0,2431.0,2445.0
6491.0,4086.0,4213.0,2621.0,2357.0,1325.0,1184.0,1373.0,2319.0,1725.0
6779.0,3426.0,2958.0,1352.0,918.0,568.0,855.0,1675.0,2032.0,2092.0
7049.0,3518.0,2661.0,1597.0,751.0,1166.0,1556.0,1756.0,2378.0,3552.0
7022.0,4284.0,3056.0,1994.0,1353.0,1420.0,1683.0,2413.0,2633.0,3468.0
6420.0,6473.0,2941.0,2209.0,1352.0,2068.0,2070.0,2561.0,3248.0,3634.0
6252.0,5876.0,2937.0,1915.0,1451.0,2106.0,2445.0,2963.0,3276.0,3741.0
6460.0,5451.0,2892.0,1687.0,1866.0,2199.0,2439.0,3202.0,3412.0,3838.0
