5499.0,6339.0,5476.0,5394.0,5560.0,5701.0,5334.0,5263.0,5500.0,6266.0
4785.0,4899.0,4945.0,5555.0,6381.0,4564.0,5302.0,4584.0,4355.0,5194.0
4471.0,4642.0,4812.0,5295.0,6385.0,4455.0,4197.0,4341.0,3952.0,5601.0
4687.0,5695.0,3883.0,3383.0,3609.0,3895.0,3740.0,3575.0,3877.0,4131.0
4827.0,5715.0,6474.0,2626.0,3308.0,246.0,3770.0,3398.0,3534.0,4297.0
3896.0,4195.0,6978.0,1980.0,313.0,906.0,1385.0,2423.0,2688.0,3499.0
2839.0,2422.0,1831.0,1709.0,1182.0,1814.0,2181.0,1869.0,2096.0,2353.0
2756.0,2686.0,2772.0,1881.0,2165.0,2083.0,2052.0,2223.0,2677.0,3301.0
4910.0,2672.0,3386.0,4141.0,2436.0,2881.0,2544.0,2702.0,4512.0,3956.0
3829.0,3326.0,4302.0,5815.0,6059.0,6474.0,2559.0,3074.0,4349.0,6128.0
