5263.0,3419.0,3675.0,4538.0,4542.0,5221.0,3566.0,3512.0,3344.0,3213.0
4665.0,3654.0,4306.0,2757.0,2541.0,2670.0,2963.0,2711.0,2553.0,3088.0
3090.0,4127.0,5291.0,2734.0,2259.0,2368.0,1415.0,2782.0,2021.0,2692.0
2712.0,4274.0,5214.0,5814.0,1226.0,1005.0,1584.0,2159.0,1565.0,1905.0
2201.0,1781.0,1414.0,1158.0,609.0,509.0,1424.0,1072.0,1086.0,1428.0
2340.0,1551.0,1331.0,1392.0,727.0,999.0,771.0,967.0,1302.0,1689.0
2395.0,4245.0,1584.0,2078.0,1362.0,1738.0,1228.0,1615.0,1556.0,2958.0
2532.0,2978.0,1927.0,2745.0,2832.0,5290.0,5159.0,1615.0,2087.0,3329.0
2535.0,2643.0,3582.0,5557.0,4273.0,4953.0,5605.0,7489.0,7689.0,6617.0
3332.0,2733.0,2916.0,3385.0,5925.0,5830.0,6231.0,7205.0,6679.0,6168.0
