nan,37832.0,27813.0,27813.0,27813.0,27813.0,27813.0,27813.0,27813.0,6235.0
37832.0,37832.0,27813.0,27813.0,27813.0,27813.0,27813.0,2379.0,2379.0,3013.0
37832.0,37832.0,37832.0,27813.0,27813.0,27813.0,2379.0,2379.0,2379.0,2379.0
37832.0,37832.0,37832.0,27813.0,77.0,77.0,2379.0,2379.0,2379.0,2379.0
nan,48310.0,48310.0,0.0,0.0,77.0,77.0,77.0,1215.0,2379.0
48310.0,48310.0,48310.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0
48310.0,48310.0,48310.0,2716.0,0.0,0.0,0.0,0.0,0.0,0.0
48310.0,48310.0,2917.0,2917.0,2917.0,2827.0,2716.0,2716.0,2582.0,2572.0
nan,48310.0,2917.0,2917.0,2917.0,2917.0,2917.0,2917.0,2917.0,2757.0
48274.0,45598.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3130.0
