nan,106.0,1.0,1.0,1.0,30.0,85.0,41586.0,41586.0,41586.0
106.0,106.0,32.0,1.0,1.0,85.0,85.0,85.0,41456.0,41456.0
106.0,106.0,106.0,1.0,1.0,85.0,85.0,85.0,85.0,41456.0
269.0,106.0,106.0,31.0,1.0,85.0,85.0,85.0,85.0,26823.0
nan,269.0,106.0,106.0,1.0,85.0,85.0,85.0,85.0,26994.0
7091.0,269.0,269.0,119.0,30.0,85.0,85.0,85.0,7583.0,27165.0
6878.0,6576.0,988.0,617.0,263.0,85.0,85.0,85.0,7489.0,27335.0
6848.0,6278.0,1640.0,1386.0,978.0,559.0,85.0,6538.0,7364.0,27652.0
nan,5576.0,4382.0,2159.0,1799.0,4677.0,5577.0,6380.0,7239.0,27708.0
6221.0,5320.0,4399.0,3511.0,3606.0,4471.0,5360.0,6222.0,7115.0,27765.0
