nan,7724.0,6714.0,5256.0,5949.0,6493.0,5984.0,5999.0,6867.0,7481.0
7845.0,6887.0,5963.0,4953.0,8099.0,4198.0,5503.0,5063.0,5640.0,0.0
6807.0,5422.0,5957.0,3302.0,2790.0,3764.0,3223.0,4020.0,6239.0,5367.0
5864.0,4861.0,3750.0,2436.0,1949.0,2016.0,2566.0,3662.0,3936.0,6361.0
nan,7272.0,4640.0,2087.0,778.0,841.0,1642.0,2992.0,4052.0,4494.0
7282.0,6866.0,5464.0,1957.0,1534.0,3471.0,2199.0,2282.0,3210.0,4139.0
7038.0,4853.0,3863.0,3656.0,2487.0,2750.0,4390.0,4311.0,3877.0,5504.0
6315.0,5504.0,3927.0,2980.0,2609.0,4314.0,4472.0,5165.0,4749.0,5647.0
nan,5447.0,4913.0,3931.0,3791.0,5406.0,6585.0,5962.0,7462.0,6672.0
8274.0,6136.0,5107.0,6666.0,6654.0,8003.0,7430.0,6621.0,7638.0,8593.0
