6926.0,10253.0,5602.0,6164.0,4928.0,4928.0,5162.0,5602.0,6204.0,6926.0
8963.0,5568.0,5568.0,6234.0,5614.0,6448.0,4144.0,4681.0,5386.0,6204.0
7882.0,4903.0,4294.0,4712.0,5402.0,6796.0,6083.0,3847.0,4680.0,8155.0
5161.0,4725.0,3384.0,4784.0,4129.0,4890.0,5451.0,6287.0,11082.0,8050.0
4926.0,3847.0,2774.0,1720.0,769.0,5032.0,6556.0,6511.0,7760.0,9679.0
5404.0,4546.0,3110.0,2741.0,2439.0,4922.0,7354.0,7710.0,7475.0,9290.0
6149.0,5482.0,4460.0,5936.0,4129.0,4908.0,7534.0,7710.0,7710.0,9370.0
5618.0,5558.0,5857.0,5984.0,6705.0,5045.0,5045.0,5045.0,7710.0,9370.0
6204.0,5857.0,5857.0,6498.0,7219.0,7942.0,8657.0,9218.0,9218.0,9218.0
8824.0,9517.0,6252.0,7012.0,7738.0,8447.0,9174.0,9218.0,9218.0,9218.0
