6925.0,6204.0,5610.0,5170.0,4938.0,4928.0,5164.0,5602.0,6204.0,7203.0
6222.0,5390.0,4681.0,4168.0,3854.0,3848.0,4145.0,4699.0,5767.0,6797.0
5657.0,4708.0,3851.0,3173.0,2775.0,2788.0,3375.0,4430.0,5433.0,6422.0
5284.0,4236.0,3172.0,2313.0,1740.0,2132.0,3000.0,4000.0,5043.0,6103.0
4926.0,4053.0,2774.0,1889.0,801.0,1641.0,2729.0,3817.0,4905.0,5994.0
4987.0,3899.0,2774.0,1720.0,1432.0,1010.0,1720.0,3815.0,4792.0,5828.0
4423.0,4143.0,3172.0,2308.0,2074.0,1910.0,2434.0,3172.0,4606.0,5694.0
3941.0,4675.0,3849.0,3287.0,2867.0,2775.0,3173.0,3847.0,4680.0,5602.0
5020.0,5341.0,4700.0,3807.0,3894.0,3854.0,4144.0,4681.0,5386.0,6204.0
6107.0,5940.0,4914.0,4634.0,4629.0,4073.0,3930.0,4570.0,5646.0,6010.0
