5941.0,4872.0,3846.0,3094.0,3107.0,2529.0,3266.0,4126.0,4759.0,5124.0
5165.0,4722.0,3763.0,3286.0,3134.0,2178.0,2665.0,3444.0,4119.0,4174.0
4732.0,4123.0,3850.0,3297.0,2364.0,2232.0,3028.0,3513.0,3535.0,3520.0
4707.0,3792.0,3007.0,2308.0,2409.0,2701.0,3498.0,3224.0,3711.0,4294.0
4162.0,3469.0,2381.0,1891.0,1490.0,3350.0,3519.0,2957.0,3665.0,4700.0
4575.0,3564.0,2658.0,2152.0,1008.0,2963.0,2781.0,2727.0,3815.0,4826.0
3835.0,3106.0,2476.0,2585.0,1760.0,3033.0,2714.0,3153.0,4154.0,5119.0
3373.0,2722.0,3370.0,3247.0,2824.0,3365.0,2917.0,3711.0,4621.0,5578.0
3396.0,3475.0,4173.0,4152.0,3848.0,3950.0,3199.0,3668.0,4673.0,5723.0
3780.0,4096.0,4867.0,5162.0,4952.0,4738.0,3981.0,3667.0,4602.0,5664.0
