11944.0,7207.0,9822.0,14399.0,13361.0,13657.0,11130.0,15743.0,15717.0,13208.0,12324.0,14452.0,10276.0,9119.0,8920.0,7679.0,9193.0,10006.0,12875.0,14259.0,16445.0,16374.0,16942.0,0.0,799.0,799.0,11628.0,11628.0,259.0,1832.0,3322.0,3946.0,4053.0,4053.0,4013.0,4098.0,4183.0,4183.0,inf,inf
15757.0,10091.0,9077.0,8149.0,8299.0,8339.0,10993.0,10899.0,10899.0,13349.0,11518.0,11365.0,9996.0,8979.0,5954.0,inf,7405.0,8351.0,13718.0,13731.0,16625.0,17072.0,17423.0,0.0,383.0,799.0,799.0,799.0,799.0,332.0,2908.0,4523.0,3907.0,4013.0,4013.0,4098.0,4183.0,4183.0,inf,inf
13790.0,12743.0,12624.0,11801.0,7297.0,7793.0,7743.0,8493.0,10993.0,10048.0,11495.0,10899.0,10977.0,10615.0,4550.0,10976.0,7686.0,8341.0,8341.0,13731.0,0.0,0.0,0.0,0.0,189.0,717.0,799.0,799.0,307.0,1686.0,3277.0,3906.0,3907.0,4013.0,4013.0,4098.0,4043.0,4043.0,inf,inf
11742.0,10730.0,9846.0,8916.0,10639.0,10060.0,10777.0,7938.0,7938.0,4500.0,8791.0,8569.0,11662.0,4269.0,4084.0,12129.0,2557.0,2557.0,8341.0,13731.0,0.0,0.0,0.0,0.0,456.0,738.0,738.0,738.0,1253.0,1686.0,2779.0,4523.0,3897.0,3767.0,3873.0,3958.0,4043.0,4043.0,inf,inf
5589.0,7055.0,7369.0,6267.0,6821.0,8151.0,6980.0,11365.0,9804.0,9417.0,6640.0,6811.0,7536.0,9673.0,2392.0,inf,1218.0,170.0,8600.0,8600.0,0.0,0.0,0.0,0.0,128.0,716.0,738.0,738.0,329.0,1183.0,3141.0,3766.0,3766.0,3873.0,3873.0,3958.0,4043.0,4043.0,inf,inf
9722.0,8679.0,7797.0,6348.0,5480.0,4494.0,4449.0,6559.0,5828.0,6234.0,7813.0,7300.0,6875.0,2009.0,2009.0,6541.0,1214.0,347.0,8600.0,8600.0,0.0,0.0,0.0,0.0,516.0,738.0,738.0,738.0,295.0,1608.0,2295.0,4735.0,3928.0,4035.0,4035.0,4121.0,4206.0,4043.0,inf,inf
12349.0,13316.0,11943.0,11318.0,10178.0,8748.0,7354.0,5828.0,9398.0,9103.0,8452.0,7393.0,6546.0,5626.0,1267.0,3080.0,3035.0,3103.0,8600.0,8600.0,24547.0,24547.0,24547.0,24547.0,549.0,549.0,738.0,738.0,931.0,1507.0,2646.0,3270.0,4800.0,4773.0,4773.0,4859.0,4420.0,4206.0,inf,inf
10008.0,8613.0,11426.0,11291.0,10268.0,9316.0,8689.0,7883.0,7300.0,9615.0,8228.0,7883.0,7261.0,2222.0,2222.0,6875.0,7758.0,7859.0,7859.0,7859.0,24547.0,24547.0,24547.0,24547.0,388.0,549.0,549.0,549.0,1000.0,1290.0,2528.0,4599.0,5592.0,6392.0,7056.0,4859.0,5518.0,4944.0,inf,inf
9188.0,8505.0,12369.0,11222.0,10522.0,9635.0,8443.0,7300.0,9899.0,9450.0,9528.0,9255.0,8540.0,2222.0,4166.0,inf,11035.0,11949.0,11993.0,22342.0,24547.0,24547.0,24547.0,26478.0,59.0,549.0,549.0,549.0,1649.0,1290.0,3267.0,4126.0,7158.0,6978.0,7033.0,7465.0,8640.0,8124.0,inf,inf
9223.0,8909.0,12219.0,12142.0,10872.0,9724.0,8478.0,8273.0,7612.0,6268.0,5604.0,10317.0,9061.0,7244.0,5372.0,5662.0,8271.0,12266.0,8604.0,8054.0,25022.0,25286.0,24547.0,24547.0,24547.0,31.0,549.0,549.0,1049.0,1863.0,3267.0,4142.0,5498.0,6508.0,7201.0,7262.0,8534.0,9365.0,inf,inf
11505.0,10654.0,10826.0,11866.0,10359.0,9564.0,8651.0,7612.0,7612.0,9466.0,5568.0,8296.0,11154.0,7244.0,5372.0,7098.0,9959.0,12458.0,8604.0,11192.0,24547.0,22342.0,22342.0,24547.0,24547.0,59.0,427.0,549.0,1547.0,1911.0,3180.0,4159.0,5822.0,6925.0,7195.0,7934.0,8675.0,9523.0,inf,inf
11192.0,9716.0,10738.0,11960.0,11083.0,9439.0,9119.0,9787.0,8692.0,9442.0,7037.0,6322.0,6198.0,6919.0,10938.0,8748.0,9987.0,14773.0,12738.0,7859.0,11993.0,22342.0,22342.0,22342.0,24547.0,24547.0,839.0,549.0,1547.0,1773.0,3633.0,4343.0,5227.0,6232.0,6733.0,8031.0,10684.0,10779.0,inf,inf
12748.0,12169.0,13138.0,12060.0,8340.0,10605.0,9372.0,9670.0,8340.0,8273.0,10964.0,6843.0,6221.0,7903.0,9329.0,8751.0,17898.0,14554.0,17865.0,11949.0,7859.0,22342.0,22342.0,22342.0,24547.0,24547.0,24547.0,549.0,1461.0,1773.0,3796.0,4356.0,5244.0,6660.0,6733.0,8127.0,10933.0,11673.0,inf,inf
12081.0,11104.0,11642.0,12474.0,10989.0,10610.0,10339.0,8944.0,8678.0,8795.0,9001.0,9322.0,8748.0,8328.0,8006.0,10354.0,14148.0,14552.0,9559.0,9540.0,8436.0,11993.0,22342.0,22342.0,24285.0,24547.0,24547.0,31.0,549.0,2005.0,5803.0,4368.0,6324.0,6733.0,6733.0,8224.0,10653.0,11673.0,inf,inf
11162.0,12386.0,12924.0,12029.0,11925.0,11312.0,9260.0,9286.0,8906.0,8506.0,9357.0,7660.0,10017.0,9640.0,9812.0,10300.0,15406.0,11266.0,10005.0,9765.0,8866.0,12193.0,22578.0,24950.0,27137.0,24684.0,26594.0,27314.0,1567.0,1894.0,4850.0,4415.0,6341.0,7282.0,7282.0,7113.0,7113.0,7113.0,inf,inf
12444.0,12953.0,11428.0,12873.0,10596.0,10790.0,11289.0,10280.0,10057.0,10904.0,9740.0,6221.0,11860.0,10468.0,10780.0,10739.0,16352.0,11286.0,11362.0,10776.0,12151.0,18053.0,18566.0,26878.0,25142.0,24684.0,25039.0,25178.0,2404.0,4273.0,3908.0,4427.0,5310.0,6522.0,6557.0,7113.0,6734.0,6734.0,inf,inf
12907.0,12940.0,14213.0,13729.0,12056.0,12178.0,11853.0,11363.0,11134.0,11042.0,10323.0,11871.0,10946.0,9812.0,10300.0,10997.0,13845.0,12792.0,12127.0,11729.0,12964.0,17826.0,18789.0,26338.0,25142.0,25664.0,25039.0,25178.0,27899.0,5121.0,4168.0,4440.0,5327.0,6522.0,7144.0,7931.0,7113.0,6734.0,inf,inf
15765.0,14508.0,13989.0,13012.0,11362.0,12849.0,12634.0,13014.0,12178.0,12056.0,10866.0,10468.0,10739.0,10468.0,10739.0,16140.0,13497.0,13476.0,12961.0,11832.0,12472.0,8214.0,18384.0,12632.0,27505.0,24592.0,26581.0,27490.0,28321.0,4763.0,4589.0,4452.0,7031.0,7419.0,7750.0,7931.0,7113.0,7113.0,inf,inf
15355.0,15201.0,13380.0,14829.0,13930.0,13635.0,13501.0,10614.0,14240.0,12346.0,13501.0,10448.0,9812.0,10468.0,10468.0,13673.0,13543.0,13475.0,12961.0,12140.0,9442.0,8637.0,12003.0,12047.0,27406.0,25616.0,25087.0,25178.0,27680.0,28879.0,5621.0,6459.0,8719.0,8921.0,7931.0,7931.0,7931.0,7931.0,inf,inf
16169.0,14853.0,14147.0,15425.0,15015.0,16575.0,15686.0,15164.0,13145.0,14535.0,16134.0,13349.0,13591.0,13349.0,12618.0,12232.0,14955.0,15279.0,14517.0,12647.0,9960.0,8060.0,12150.0,12477.0,18409.0,26672.0,25756.0,27487.0,28466.0,29332.0,30245.0,6762.0,7301.0,9945.0,10468.0,11185.0,10523.0,11294.0,inf,inf
16195.0,12634.0,13318.0,13027.0,15911.0,14175.0,10966.0,11302.0,15005.0,15814.0,12660.0,10399.0,10468.0,10739.0,12228.0,14166.0,15823.0,15905.0,12266.0,13170.0,9288.0,8573.0,12030.0,21045.0,21045.0,31139.0,28571.0,28571.0,29024.0,33063.0,33369.0,9832.0,9130.0,7777.0,7437.0,8845.0,10772.0,11452.0,inf,inf
13101.0,13850.0,14344.0,13934.0,13311.0,11858.0,11775.0,12181.0,13782.0,12266.0,11197.0,10768.0,11792.0,9563.0,13750.0,13263.0,14799.0,12926.0,12613.0,14105.0,9806.0,9080.0,12459.0,12459.0,21045.0,21045.0,29006.0,29006.0,29006.0,32285.0,33369.0,31199.0,9832.0,11611.0,15600.0,14296.0,9190.0,11610.0,inf,inf
13616.0,17236.0,15292.0,13815.0,13762.0,13842.0,13798.0,14661.0,14222.0,12982.0,11517.0,11075.0,13113.0,13727.0,13062.0,14020.0,15249.0,12665.0,12665.0,12371.0,11238.0,11778.0,12459.0,12459.0,21045.0,21045.0,31384.0,29006.0,29006.0,32285.0,34453.0,34906.0,13757.0,14959.0,15412.0,15600.0,14296.0,11939.0,inf,inf
16066.0,15779.0,16237.0,16282.0,15379.0,15169.0,14627.0,14699.0,15490.0,15192.0,15997.0,16945.0,13941.0,13197.0,13673.0,14318.0,16091.0,15341.0,12665.0,10683.0,9344.0,8440.0,9185.0,20231.0,20360.0,21294.0,22844.0,29006.0,29006.0,29006.0,34453.0,33491.0,37276.0,13757.0,15412.0,17511.0,17848.0,11939.0,inf,inf
